Unnamed: 0,Title,Company,Location,Skills
216.0,AI Data Entry,Codematics Solution LLP,Work from home,MS-OfficeDigital MarketingTime ManagementMS-ExcelEnglish Proficiency (Spoken)Google Suite (G Suite)
217.0,Data Analytics,DeepThought CultureTech Ventures Private Limited,Work from home,Data Analytics
218.0,Data Science,DeepThought CultureTech Ventures Private Limited,Work from home,PythonGoogle Sheets
219.0,Data Science,Tradexa Technologies Private Limited,Pune,PythonSQLAlgorithmsData StructuresData AnalyticsStatistical ModelingGit+2 more
220.0,Content and Social Media Marketing,Right To Digital,"Delhi, Noida                                                                (Hybrid)",Creative WritingEnglish Proficiency (Spoken)English Proficiency (Written)
221.0,Marketing Associate,Ayurveda House Private Limited,Delhi,Email MarketingAnalytical ThinkingClient Relationship Management (CRM)CoordinationEffective CommunicationData AnalysisPerformance Management
222.0,AI + Graphic Designer,DigiChefs,Mumbai                                                                (Hybrid),Artificial intelligenceGraphic Design
224.0,Data Science,Zoop Live,Delhi,PythonMachine LearningData ScienceNatural Language Processing (NLP)Deep LearningArtificial intelligenceNumPy+1 more
225.0,Social Media Marketing,FinX Institute Limited,Mumbai,Social Media MarketingDigital MarketingCreative WritingInstagram Marketing
226.0,Data Analytics,Stirring Minds,Delhi,PythonSQLTime ManagementData AnalyticsMS-ExcelClient Relationship Management (CRM)Power BI+2 more
227.0,AI Content Assistant,Grivaa Consultancy Services,Work from home,Generative AI ToolsChatGPTElevenlabs (GenAI)HeyGen (GenAI)
228.0,Founders Office,Ayurveda House Private Limited,Delhi,Social Media MarketingData AnalyticsMS-ExcelProduct DevelopmentEffective CommunicationProduct Strategy
229.0,Graphic Design,MullenLowe Lintas Group,Mumbai,Adobe PhotoshopUI & UX Design
230.0,AI/ML Python,Tellis Technologies Private Limited,Work from home,JavaScriptPythonMachine LearningArtificial intelligenceMERN
231.0,AI Graphics Designer,Codematics Solution LLP,Work from home,CorelDRAWProject ManagementAdobe Creative SuiteSoftware TestingCreative WritingUI & UX DesignSketch+4 more
232.0,Artificial Intelligence (AI),Stirring Minds,Work from home,PythonSQLData StructuresMachine LearningData ScienceNeural NetworksRTOS+7 more
233.0,CGOps,Taskify,Bangalore,Time ManagementStrategyPlanningOperationsMS-ExcelInterpersonal skillsEffective Communication+2 more
234.0,Search Engine Optimization (SEO),Delhi Chai Cafe,Delhi,Social Media MarketingGoogle AnalyticsSearch Engine Marketing (SEM)Digital MarketingGoogle AdWordsEnglish Proficiency (Written)
235.0,Software Engineering- AI Agent Integration Team,EmergentLabs,Bangalore,PythonProblem SolvingArtificial intelligenceAPIsDebuggingPrompt Engineering
236.0,Performance Marketing,Baweja Media,Work from home,Google AnalyticsGoogle AdWordsEnglish Proficiency (Spoken)Facebook AdsPerformance Marketing
237.0,Python Development,Scoreazy Edutech Private Limited,Work from home,PythonREST APIFastAPIOpenAI APIStreamlitPrompt Engineering
238.0,Finance Research Analyst,Edify Equity,Work from home,Research and Analytics
239.0,Sales – AI Product,Trustscape Technologies Private Limited,Work from home,Social Media MarketingPresentation skillsNetworkingCold CallingAnalytical ThinkingClient Relationship Management (CRM)Lead Generation+3 more
240.0,Business Development (Sales),The Hiring Stories,Work from home,Digital MarketingEmail MarketingMS-ExcelEnglish Proficiency (Spoken)English Proficiency (Written)
241.0,AI & Data Science,Inorbvict Healthcare India Private Limited,Pune,Data ScienceArtificial intelligence
242.0,Data Research & AI Assistant (Quipo – Digital Magazine Launch),"Quipo (Sydney, Australia)",Work from home,Research and AnalyticsGoogle SheetsChatGPTPerplexity
243.0,Data Analytics,APEX ENGINEERING,Work from home,JavaPythonSQLData AnalyticsMS-ExcelData ScienceData Interpretation+4 more
244.0,SEO Analyst,Shiplee,Work from home,Search Engine Marketing (SEM)Search Engine Optimization (SEO)Analytical Thinking
245.0,"Shopify Store Designer, Automation Specialist And Landing Page Developer",Sriven Commerce,Work from home,Social Media MarketingBrandingWordPressVideo EditingSearch Engine Optimization (SEO)Design ThinkingShopify+1 more
246.0,Growth Marketer,Anchors.in,Noida,Email MarketingAutomationLead GenerationInterpersonal skillsMarketingEffective Communication
247.0,Quant Developer,QuantGlobal,"Delhi, Noida",PythonFinanceMongoDBMachine LearningFinancial ModelingStatisticsC++ Programming+7 more
248.0,Search Engine Optimization (SEO),TVM Info Solutions Private Limited,Mumbai                                                                (Hybrid),Social Media MarketingGoogle AnalyticsSearch Engine Marketing (SEM)Digital MarketingGoogle AdWordsSearch Engine Optimization (SEO)
249.0,Data Annotation,RoadVision AI Private Limited,South,Data InterpretationData Annotation
250.0,AI Engineer,Sameer Khatri,Bangalore                                                                (Hybrid),PythonMachine LearningAmazon Web Services (AWS)Natural Language Processing (NLP)Artificial intelligenceGenerative AI ToolsLLMOps+1 more
251.0,Digital Marketing,Ample Technologies,Bangalore,Social Media MarketingGoogle AnalyticsSearch Engine Marketing (SEM)Search Engine Optimization (SEO)Creative WritingEmail MarketingEnglish Proficiency (Spoken)
252.0,Social Media Marketing,Om Technologies Private Limited,Aurangabad                                                                (Hybrid),Digital MarketingFacebook MarketingEmail Marketing
253.0,Video Annotator,Indika AI Private Limited,Work from home,Attention to DetailTime ManagementData AnalyticsTechnical AnalysisArtificial intelligenceMachine Learning Operations (MLOps)Self-learning+2 more
254.0,Content and Social Media Marketing,Biosolutions Cosmetics,Delhi,Social Media MarketingVideo EditingContent MarketingInstagram Ads
255.0,Graphic Design,Om Kiran Group,Noida,Adobe PhotoshopVideo EditingAdaptabilityCanvaEffective CommunicationAI Video GenerationAI Image Generation
256.0,Automation And Business Operations,PaySprint Private Limited,Delhi,JavaScriptPythonDockerEffective CommunicationGoogle Sheets
257.0,Digital Marketing,Wolf Lifts,Delhi,Social Media MarketingDigital MarketingSearch Engine Optimization (SEO)Creative Writing
258.0,Search Engine Optimization (SEO),Webwingz Software Private Limited,Work from home,English Proficiency (Written)
259.0,Digital Marketing,Vanel Tech India Private Limited,Work from home,Social Media MarketingSearch Engine Marketing (SEM)Digital MarketingData AnalyticsGoogle AdWordsSearch Engine Optimization (SEO)Content Marketing+1 more
260.0,AI Video Editor,NextMind Solutions,Work from home,Video EditingGenerative AI ToolsAI Video GenerationAI Image Generation
261.0,AI Artist,Dashtoon,Bangalore                                                                (Hybrid),Artificial intelligenceDigital Art
262.0,Data Analytics,GoMechanic,Pune,PythonSQLData AnalyticsMS-ExcelData SciencePower BITableau
263.0,Market Research,RRR,Work from home,MS-WordMS-Excel
265.0,Data Mining - Part Time,Indika AI Private Limited,Work from home,Time ManagementComputer skillsData Extraction
266.0,Search Engine Optimization (SEO),Eximine Private Limited,Delhi,Google AnalyticsSearch Engine Optimization (SEO)
267.0,General Management,GraphixPro Design Academy,Mumbai,CoordinationEnglish Proficiency (Spoken)English Proficiency (Written)Canva
268.0,Tech Assistant,Supervaisor.AI,Work from home,Attention to DetailTime ManagementProblem SolvingEnglish Proficiency (Spoken)English Proficiency (Written)AdaptabilityGoogle Workspace+3 more
269.0,Performance/Growth Marketer,Devavi Media,Work from home,Google AnalyticsGoogle AdWordsMS-ExcelFacebook AdsGoogle Tag Manager
270.0,Data Analyst,APEX ENGINEERING,Work from home,MySQLPythonSQLData AnalyticsMS-ExcelStatisticsData Interpretation+6 more
271.0,Graphic Design,Ekam Ventures,Bangalore,Social Media MarketingVideo EditingVisual DesignCanvaGenerative AI ToolsGraphic Design
272.0,Fresher Marketing Analyst(Work From Home),ABUEM WORKIFYING LLP,Work from home,Team ManagementAttention to DetailMarket AnalysisProblem SolvingData InterpretationMarket researchEffective Communication+6 more
273.0,Artificial Intelligence (AI),OmniNeura AI Technologies Pvt Ltd,Work from home,PythonMachine LearningNatural Language Processing (NLP)Deep Learning
274.0,AI Agent Development,NAVNEET TOPTECH,Mumbai,JavaScriptPythonAPIsLangChainPrompt EngineeringChatGPTLLMOps
275.0,Business Analytics,DeepThought CultureTech Ventures Private Limited,Work from home,Business Analysis
276.0,Founders Office,OZI,Gurgaon,Data AnalyticsAdministrative Support
277.0,Artificial Intelligence (AI),DeepThought CultureTech Ventures Private Limited,Work from home,Artificial intelligence
278.0,Grafana,Jampot Technologies Private Limited,"Thane, Navi Mumbai, Mumbai",Data VisualizationPerformance Monitoring
279.0,Prompt Engineering (Female),Northbridge Consulting,Work from home,English Proficiency (Spoken)English Proficiency (Written)
280.0,Data Science,Primetrade.ai,Work from home,PythonTime ManagementStatisticsCryptographyStock Tradingweb3.jsNumPy+2 more
281.0,Vessel Performance,GET Marine Management (India) Pvt Ltd - Geoserve,Mumbai,MS-ExcelEffective Communication
282.0,Business Research,Sabato Exports Pvt Ltd,Delhi,MS-OfficeMS-WordReport WritingEnglish Proficiency (Spoken)
283.0,Operations,Next Labs,Mumbai,MS-OfficeDigital MarketingTime ManagementSearch Engine Optimization (SEO)MultitaskingEnglish Proficiency (Spoken)English Proficiency (Written)+1 more
284.0,AI System Development & Automation,Fast Action Claims,Work from home,JavaPythonOpenAI APIGenerative AI ToolsChatGPT
285.0,Performance Marketing,Break The Code,"Thane, Navi Mumbai, Mumbai, Virar, Vashi, Vasai, Mira Bhayandar, Nala Sopara, Borivali Tarf Rahur, Vasai-Virar, Bandra",Google AdWordsFacebook MarketingLead GenerationEnglish Proficiency (Spoken)English Proficiency (Written)Facebook AdsInstagram Ads
286.0,Performance Marketing (Paid Ads),8Views,"Secunderabad, Hyderabad",Google AnalyticsSearch Engine Marketing (SEM)Google AdWordsDigital AdvertisingFacebook Ads
287.0,Machine Learning,NoirCapial,Work from home,PythonData AnalyticsMachine LearningData ScienceNatural Language Processing (NLP)Deep LearningArtificial intelligence
288.0,Artificial Intelligence (AI),NoirCapial,Work from home,PythonData StructuresMachine LearningData ScienceNeural NetworksNatural Language Processing (NLP)Deep Learning+1 more
289.0,Data Analytics,NoirCapial,Work from home,PythonSQLData AnalyticsMS-ExcelData SciencePower BITableau
290.0,System Design,International Institute Of SDGs & Public Policy Research,Work from home,English Proficiency (Spoken)Feature Engineering
291.0,Data Analytics,TwiLearn EduTech Private Limited,Work from home,PythonSQLData AnalyticsMS-ExcelData SciencePower BITableau
292.0,Product (AI Content & Analytics),OpenPrep Academy,Work from home,PythonPostgreSQLPrompt EngineeringLLM evaluation
293.0,Founders Office,Hybr1d Technologies Private Limited,Work from home,Social Media MarketingData AnalyticsMarket AnalysisResearch and AnalyticsSalesMarketing
294.0,Agentic AI,International Institute Of SDGs & Public Policy Research,Work from home,Statistical ModelingMachine LearningNeural NetworksEnglish Proficiency (Spoken)Predictive AnalyticsArtificial intelligencePython Libraries
295.0,AI/ML AI Agent Development,Tellis Technologies Private Limited,Work from home,JavaScriptPythonMachine LearningData ScienceReactArtificial intelligenceData Analysis+2 more
296.0,Business Analytics,Pexaworks Technologies Private Limited,Work from home,PythonSQLData AnalyticsBusiness AnalysisResearch and Analytics
297.0,Machine Learning,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Bangalore, Kerala, Puduchery (Hybrid)",PythonData AnalyticsR ProgrammingData ScienceDeep LearningArtificial intelligence
298.0,Python Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Hyderabad, Kerala, Puduchery (Hybrid)",HTMLCSSPythonDjangoMachine Learning
299.0,Artificial Intelligence (AI),Learnify Technologies Private Limited,Noida,Artificial intelligenceMarketing Campaigns Prompt Engineering
300.0,Artificial Intelligence (AI),Sai Kalyan,Work from home,HTMLPython
301.0,Data Science,Business Quant,Work from home,PythonData AnalyticsData Science
302.0,Social Media Marketing,Hyphiin,Work from home,Social Media MarketingDigital MarketingFacebook MarketingCreative WritingEnglish Proficiency (Written)Instagram Marketing
303.0,Email Marketing,Flynaut Infotech Private Limited,Pune,Email MarketingEmail Management
304.0,Digital Marketing,YuviB Strategic Value Partners,Pune,Social Media MarketingDigital MarketingCreative WritingEmail MarketingEnglish Proficiency (Spoken)English Proficiency (Written)Canva+2 more
306.0,Equity Research,Business Quant,Work from home,MS-Excel
307.0,Machine Learning Engineer - Forecasting And Buy Algorithms,Mohan Gopalakrishna,Work from home,PythonMachine LearningData Science
308.0,Full Stack Development,LiteThink AI,Work from home,HTMLJavaScriptNode.jsReactFirebaseGoogle Cloud Platforms (GCP)OpenAI API+2 more
309.0,AI Drone Engineer,Oxygen To Innovation,Noida,Embedded SystemsC++ ProgrammingArtificial intelligence
310.0,Video Editing/Making,MostlyKool,Work from home,Adobe PhotoshopAdobe IllustratorVideo EditingAdobe Premiere ProFinal Cut ProVideo Making
311.0,Artificial Intelligence (AI),SystemaOps,Work from home,Artificial intelligence
312.0,Intelligent Transportation Systems (ITS) Researcher,The Asian Institute Of Transport Development,Delhi,PythonTime ManagementMachine LearningProblem SolvingLiterature ReviewArtificial intelligenceEffective Communication+5 more
313.0,Digital Marketing & Creative Storytelling,Amplyft Training Services Private Limited,Mumbai                                                                (Hybrid),Social Media MarketingMS-OfficeContent WritingCreative WritingCanvaGenerative AI Tools
314.0,Quality And Policy,Unibots,Work from home,Quality Assurance/Quality Control (QA/QC)
315.0,Inside Sales,Caresoft Systems Private Limited,Mira Bhayandar,MS-ExcelEnglish Proficiency (Spoken)English Proficiency (Written)Effective Communication
316.0,Python Development,Everything About AI,Work from home,CSSPythonMongoDBMachine LearningPostgreSQLREST APIDeep Learning+4 more
317.0,Neuro Technology,TSTEPS PRIVATE LIMITED,"Chennai, Madurai, Bangalore, Kerala, Andra, Puduchery                                                                (Hybrid)",Machine LearningEmbedded SystemsSignal Processing
318.0,AI Agent Development,Aditya Jha,Work from home,JavaScriptPythonNode.jsJSONREST APIAPIsOpenAI API+1 more
319.0,Data Research & Lead Generation,MSA Software,Work from home,Search Engine Optimization (SEO)Data entryMarketing StrategyResearch and AnalyticsMarket research
320.0,AI Product Strategy,Altekchain Software Solutions,Work from home,PythonPresentation skillsMS SQL ServerAnalytical ThinkingProduct Lifecycle Management(PLM)Effective CommunicationData Analysis+1 more
321.0,Information Technology,"Milltex Blanks Inc (New York, United States)",Work from home,PythonAPIsReplit (GenAI)
322.0,Robotics,Gephr Labs,Hyderabad,PythonRoboticsC++ Programming
323.0,Inside Sales,ChitraMandir Creations,Work from home,NegotiationMarket AnalysisCold CallingLead Generation
324.0,AI Video Creator And Prompt Engineer,Village Talkies,Bangalore,CreativityAttention to DetailTime ManagementScript WritingVideo MakingAnimationStorytelling+10 more
325.0,AI & Automation Expert (Remote- Full-Time),"Pearl Lemon (London, United Kingdom)",Work from home,Problem SolvingAutomationData entryData InterpretationEffective CommunicationAPIs
326.0,Business/Data Research,KP Hospicare Enterprises,Noida,Attention to DetailAnalytical ThinkingDatabase Management System (DBMS)Interpersonal skillsResearch and AnalyticsMarket research
327.0,Social Media Marketing,GM's SpeechGears Private Limited,"Delhi, Gurgaon, Meerut, Greater Noida, Noida",Social Media MarketingDigital MarketingSearch Engine Optimization (SEO)Instagram Marketing
328.0,MIS,Delta8 Technologies,Thane,MathematicsAdvanced ExcelGoogle Sheets
329.0,FPGA Developer,Vicharak Computers LLP,Surat,VLSIVerilogVHDLFPGA Synthesis and PrototypingDebugging
330.0,Management Information System,Tapovan Impex Private Limited,Delhi,SQLAdvanced ExcelPower BIGoogle Sheets
331.0,AI Agent Development,Zoxima Solutions Private Limited,Work from home,JavaScriptPythonGenerative AI Tools
332.0,Social Media Marketing,Exotic Musings,Bangalore                                                                (Hybrid),Digital MarketingE-commerceFacebook MarketingInstagram Marketing
333.0,Operations,A Pardawala,Mumbai,MS-OfficeMS-WordMS-PowerPointMS-ExcelEnglish Proficiency (Spoken)English Proficiency (Written)
334.0,Data Generation,Skan.ai,Bangalore                                                                (Hybrid),Python
335.0,Data Analytics,The Affordable Organic Store,Hyderabad,MS-OfficeSQLData AnalyticsMS-ExcelData SciencePower BI
336.0,SAP BI (Business Intelligence) & Analytics,Entrepreneur Growth Lab (OPC) Private Limited,Noida                                                                (Hybrid),Data AnalyticsMS-ExcelBusiness AnalysisData VisualizationPower BITableauData Analysis+2 more
337.0,Machine Learning,Tilak Karveran,Work from home,PythonSQLData AnalyticsMachine LearningNoSQLscikit-learnSeaborn
338.0,Artificial Intelligence (AI),Nobrokerage.com,Pune,JavaPythonData StructuresArtificial intelligenceJuliaOpenAI APIKeras+2 more
339.0,Google & Meta Ads Manager,Ayatrio,Kolkata,Google AnalyticsGoogle AdWordsAnalytical ThinkingInstagram MarketingYouTube AdsFacebook AdsGoogle Tag Manager
340.0,Quant Researcher,QuantGlobal,"Delhi, Ghaziabad, Greater Noida, Noida",PythonStatistical ModelingMachine LearningFinancial ModelingTableauStock TradingData Analysis+3 more
341.0,Quant Developer,QuantGlobal,"Delhi, Noida",PythonMongoDBMachine LearningC++ ProgrammingStock TradingAPIsProbability
342.0,Data Analytics,Satyanarayana S,Work from home,PythonSQLData Analytics
343.0,Node.js Generative AI/ML Developer,Arakoo,Work from home,Node.jsExpress.jsTypeScriptTerraform
344.0,Quant Developer,AlgoBulls,Work from home,PythonGitGitHubData ScienceBashQuantitative Research
345.0,AI Agent Development,EshiaBIM,Ahmedabad,JSONFrontend developmentMicrosoft AzureREST APIAmazon Web Services (AWS)CI/CDFastAPI+9 more
347.0,Full Stack Development - AI,Yardstick,Work from home,HTMLCSSJavaScriptMongoDBNode.jsReactNext.js
348.0,AI Agent Development,Yardstick,Work from home,PythonMachine Learning
349.0,Export Import,Fortuna Enterprise,Vadodara,Marketing
350.0,Social Media Marketing,Marketing Matrix,Jaipur,Social Media MarketingDigital MarketingInstagram MarketingFacebook Ads
351.0,Digital Marketing,Wow!Zindagi,Ranchi,Social Media MarketingSearch Engine Marketing (SEM)Digital MarketingSearch Engine Optimization (SEO)Facebook MarketingCreative WritingEnglish Proficiency (Written)+1 more
352.0,AI Business Development,Redjinni Industries Private Limited,Work from home,Digital AdvertisingInterpersonal skillsEffective Communication
353.0,Vibe Coders,Stirring Minds,Work from home,Web developmentArtificial intelligenceOpenAI APIClaudeVibe CodingCursor (GenAI)Lovable (GenAI)
354.0,Sales & Marketing (AI Assessment Platform),Ability Audit SML Services,Mumbai,Sales ManagementBusiness DevelopmentSalesMarketing
355.0,DSA (Data Structures And Algorithms) Mentor,Mikado Solutions,Work from home,JavaPythonAlgorithmsData Structures
356.0,Business,FeedbackEd,Work from home,MS-PowerPointCreative ThinkingStrategyCreative WritingProcess ManagementCanvaMarketing
357.0,AI Video Generation,AskIITians Web Private Limited,Work from home,Adobe Premiere ProCanvaCapcut
358.0,Business Analytics,Hamsi Marketing Private Limited,Hyderabad,PythonData AnalyticsMS-ExcelResearch and Analytics
359.0,Tech & Automation,Soulflower,Mumbai,AutomationTechnical SupportArtificial intelligenceTest Automation
360.0,Data And AI Architect,Sorvanis,Work from home,PythonData AnalyticsLangChain
361.0,Video Editing/Making,SQB Pictures,Delhi,Adobe PhotoshopAdobe IllustratorVideo EditingAdobe Premiere ProVideo Making
362.0,Business Analytics,ValQuant Research Private Limited,Thane,Social Media MarketingMS-OfficeData AnalyticsBusiness AnalysisEnglish Proficiency (Written)Marketing Campaigns
363.0,Project Management,The Concept Company,Mumbai,Project ManagementMS-ExcelClient RelationshipEffective Communication
364.0,AI Agent Development,Awwgment,Work from home,PythonREST APITransformersFastAPIAPIsOpenAI APILangChain+4 more
365.0,Market Research,We3 Tech Works,Mumbai                                                                (Hybrid),Research and Analytics
366.0,Social Media Marketing,Gemlay Jewels,Mohali,Social Media MarketingEnglish Proficiency (Written)Instagram Marketing
367.0,Content and Social Media Marketing,Katalyst India,Mumbai                                                                (Hybrid),LinkedIn MarketingCanvaInstagram Marketing
368.0,Business Development (Sales),OptivisX,"Delhi, Gurgaon, Noida                                                                (Hybrid)",Digital MarketingEmail MarketingEnglish Proficiency (Spoken)English Proficiency (Written)
369.0,Business Development (Sales),Hiringjet,Bangalore,B2B SalesInside Sales
370.0,LLM,Indika AI Private Limited,Delhi,MySQLPythonMachine Learning
371.0,Artificial Intelligence (AI),Almost Magic Private Limited,"Chandigarh, Mohali, Panchkula",PythonData StructuresMachine LearningData ScienceNeural NetworksNatural Language Processing (NLP)Deep Learning+1 more
372.0,Artificial Intelligence (AI),Pulse Labs,Work from home,MS-OfficeSoftware TestingArtificial intelligence
373.0,Business Development (Sales),Ratoon Professional Services Private Limited,Work from home,MS-ExcelSales ManagementSales
374.0,Digital Growth & Performance Marketing,Mayuresh Darne,"Navi Mumbai, Belapur, Vashi Navi Mumbai                                                                (Hybrid)",Social Media MarketingMarketing StrategyContent MarketingDigital AdvertisingGraphic Design
375.0,Operations Assistant,Himanshi Sharma,Work from home,Problem SolvingEnglish Proficiency (Written)CanvaChatGPT
376.0,Digital Marketing,Navicater Solutions India Private Limited,Kochi,Social Media MarketingAdobe IllustratorSearch Engine Marketing (SEM)Digital MarketingSearch Engine Optimization (SEO)Facebook MarketingCreative Writing+2 more
377.0,Social Media Marketing,Glowil Kart By PSS Tradelink,Pune                                                                (Hybrid),Social Media MarketingDigital MarketingSearch Engine Optimization (SEO)Facebook MarketingInstagram Marketing
378.0,Inbound/Digital Marketing,Cardtree,Work from home,Social Media MarketingWordPressVideo EditingSearch Engine Optimization (SEO)Email MarketingVideo MakingWeb development+5 more
379.0,Social Media Marketing,Dr Karanjeet Singh,Delhi,Social Media MarketingSearch Engine Marketing (SEM)Digital MarketingSearch Engine Optimization (SEO)Facebook MarketingEnglish Proficiency (Spoken)English Proficiency (Written)+1 more
380.0,Content & Research Associate,Ampliverse,Work from home,MS-OfficeDigital MarketingSearch Engine Optimization (SEO)Analytical ThinkingEnglish Proficiency (Written)Research and AnalyticsGoogle Suite (G Suite)+2 more
381.0,Excel Expert and Communication Expert,JP IT STAFFING LLC,Work from home,MISData AnalysisCollectionsReport Generation
382.0,Regulatory Data Research & Automation (Finance & Compliance),Neurasix AI Private Limited,Work from home,Data Extraction
383.0,Data Labelling,Radic Advertising Private Limited,Hyderabad                                                                (Hybrid),PythonMS-ExcelJSON
384.0,Business Analytics,Stayfindz,Pune,PythonData AnalyticsMS-Excel
385.0,Artificial Intelligence (AI),URE Legal Advocates,Noida,PythonMachine LearningNatural Language Processing (NLP)Deep Learning
386.0,Market Research,Techsurge Learning Private Limited,Jaipur,MS-OfficeMS-ExcelEnglish Proficiency (Written)Research and AnalyticsInternet
388.0,AI Specialist,QuantGlobal,Noida,PythonArtificial intelligenceAPIsGenerative AI DevelopmentArtificial Intelligence Markup Language (AIML)LangChainLLMOps
389.0,EXPORT MIS ANALYST,JP IT STAFFING LLC,Work from home,MISData AnalysisCollectionsReport Generation
390.0,Sales and Marketing,Amol Technologies,Nashik,MarketingEffective CommunicationSales Strategy
391.0,Marketing,MoneySquad,Delhi,Social Media MarketingDigital MarketingEmail MarketingMS-ExcelInside Sales
392.0,Full Stack AI Engineer,DigiPlus IT,"Mumbai, Maharashtra",MongoDBNode.jsUI & UX DesignDockerGitHubTypeScriptDevOps+6 more
393.0,Arabic Language Specialist,NoBroker,Bangalore,English Proficiency (Spoken)Arabic Proficiency (Spoken)Arabic Proficiency (Written)
394.0,Artificial Intelligence (AI),Evolvra,Work from home,PythonMachine LearningData ScienceNeural NetworksNatural Language Processing (NLP)Deep LearningArtificial intelligence
395.0,Software Engineer,Giddly.com,Work from home,PythonMachine LearningReact NativeGolangTypeScriptArtificial intelligence
396.0,MIS Executive,SciAstra Education Private Limited,Noida,Data AnalyticsAdvanced ExcelEnglish Proficiency (Spoken)Power BIVLOOKUP
397.0,Artificial Intelligence (AI),Kazunov 1AI,Work from home,PythonTensorFlowPyTorch
398.0,Machine Learning,EvoNexis,Work from home,PythonData AnalyticsMachine LearningData ScienceNatural Language Processing (NLP)Deep LearningArtificial intelligence
399.0,Data Analytics,EvoNexis,Work from home,PythonSQLData AnalyticsMS-ExcelData SciencePower BITableau
400.0,Business Development (Sales),BR SoftSol,Work from home,Social Media MarketingDigital MarketingEmail MarketingMS-ExcelLead GenerationEnglish Proficiency (Spoken)English Proficiency (Written)+2 more
401.0,Digital Marketing,SRS Media,Coimbatore,Digital Marketing
402.0,Social Media Analysis,DeepThought CultureTech Ventures Private Limited,Work from home,Business AnalysisPsychology
403.0,Data Science AI&ML Python Research,Megaminds IT Services,Work from home,JavaPythonDjangoMachine LearningComputer VisionFlaskDeep Learning+9 more
404.0,Machine Learning,Pexaworks Technologies Private Limited,Work from home,PythonMachine LearningTensorFlowPyTorch
405.0,Technical Writer,DTALES Tech,Bangalore                                                                (Hybrid),Content WritingSearch Engine Optimization (SEO)Technical WritingContent MarketingContent Editing
406.0,Data Analytics,Glorious Insight Private Limited,Mumbai,SQLPower BI
407.0,Artificial Intelligence (AI),Hubnine India Private Limited,Work from home,CSSContent WritingPythonData StructuresMachine LearningData ScienceReact+6 more
408.0,Ticket Inventory Management,Eva Live,Mumbai,MS-ExcelInterpersonal skillsEffective CommunicationGoogle Sheets
409.0,AI-Powered Video Editor,Gautam  Kumawat,Jaipur,Video EditingAdobe Premiere ProAdobe AuditionAdobe After EffectsColor GradingCapcutVisual Storytelling+3 more
410.0,Market Research,KnowledgeChakra,Work from home,Effective Communication
411.0,Digital Marketing,HFS Hearing Clinics Private Limited,Lucknow,Search Engine Marketing (SEM)Digital Marketing
412.0,Social Media Marketing,House Of Qalakari,Bangalore                                                                (Hybrid),Social Media MarketingAdobe PhotoshopImage EditingEnglish Proficiency (Spoken)Graphic Design
413.0,Market Research Specialist,The Coding Wale,Bangalore                                                                (Hybrid),MS-PowerPointMS-ExcelCanva
414.0,Business Development (Sales),Finding Futures HR,Mumbai,Social Media MarketingDigital MarketingEnglish Proficiency (Spoken)
415.0,Artificial Intelligence (AI),Kunal Kapur,"Delhi, Gurgaon",Python
416.0,Data Analytics- Internship,Brooke Hospital For Animals (India),Noida                                                                (Hybrid),Advanced ExcelPower BI
417.0,Social Media Manager & Content Strategist,Duostones LLC,Work from home,Social Media MarketingContent Management
418.0,Marketing Tech,Imtrained,Work from home,Data AnalyticsAnalytical ThinkingComputer skillsClient Relationship Management (CRM)Marketing Strategies Marketing Automation
419.0,Biomedical,Value Kare Healthtech LLP,"Pune, Hyderabad, Jaipur, Bangalore",MS-PowerPointAutomationAdvanced ExcelPower BICanvaData Analysis
420.0,Creative Design,VijanX,Jaipur,UI & UX DesignDesign ThinkingEnglish Proficiency (Written)CanvaAdobe XDFigma
421.0,Pre- Sales,Lingual Consultancy Services,Gurgaon,MS-OfficeResearch and Analytics
422.0,Founder Office,Daalchini Technologies,Noida,JavaMySQLPythonSQLMS-ExcelAutomationData Analysis+1 more
423.0,Field Survey Executive,Pooja Consulation Company,Manesar,Field WorkEffective Communication
424.0,Digital Marketing,SM Services,Pune,Social Media MarketingSearch Engine Marketing (SEM)Digital MarketingSearch Engine Optimization (SEO)Facebook MarketingEmail MarketingInstagram Marketing
425.0,Inside Sales,CloudBC Labs Private Limited,Bangalore                                                                (Hybrid),Cold CallingComputer skillsLead GenerationBusiness Development
426.0,Marketing,RotoAI Private Limited,Delhi,Social Media MarketingMS-OfficeBloggingMS-PowerPointPresentation skillsDigital MarketingEmail Marketing+4 more
427.0,AI Agent Development,Stareout Games,Work from home,Artificial intelligence
429.0,Generative AI Machine Learning,Arakoo,"Delhi, Noida",Python
430.0,Sales and Marketing,The Growth Hive,Hyderabad                                                                (Hybrid),Lead Generation
431.0,AI Agent Development (Only Night Shift),Big Internet E-commerce Private Limited,Work from home,JavaScriptAmazon Web Services (AWS)APIsLangChainNestJSLLMOps
432.0,Data Analytics,Symonis,Work from home,PythonSQLData AnalyticsMS-ExcelData SciencePower BITableau
433.0,Digital Marketing & Content Creation Intern,Job Vault,Work from home,Digital MarketingEmail MarketingContent ManagementLinkedIn MarketingCanvaInstagram MarketingInstagram Ads+5 more
434.0,Mobile App Development,VigiSafeMed,Work from home,PythonMachine LearningNode.jsFlutterReact NativeiOSAndroid+1 more
