,Unnamed: 0,Title,Company,Location,Skills
236,242,Data Research & AI Assistant (Quipo – Digital Magazine Launch),"Quipo (Sydney, Australia)",Work from home,"research and analytics, google sheets, chat, gptperplexity"
237,243,Data Analytics,APEX ENGINEERING,Work from home,"java, python, sqldata analytics, ms-excel, data science, data interpretation"
238,244,SEO Analyst,Shiplee,Work from home,search engine marketing (sem)search engine optimization (seo)analytical thinking
239,245,"Shopify Store Designer, Automation Specialist And Landing Page Developer",Sriven Commerce,Work from home,"social media marketing, branding, word, press, video editing, search engine optimization (seo)design thinking, shopify"
240,246,Growth Marketer,Anchors.in,Noida,"email marketing, automation, lead generation, interpersonal skills, marketing, effective communication"
241,247,Quant Developer,QuantGlobal,"Delhi, Noida","python, finance, mongo, dbmachine learning, financial modeling, statistics, c++ programming"
242,248,Search Engine Optimization (SEO),TVM Info Solutions Private Limited,Mumbai(Hybrid),"social media marketing, google analytics, search engine marketing (sem)digital marketing, google ad, words, search engine optimization (seo)"
243,249,Data Annotation,RoadVision AI Private Limited,South,"data interpretation, data annotation"
244,250,AI Engineer,Sameer Khatri,Bangalore(Hybrid),"python, machine learning, amazon web services (aws)natural language processing (nlp)artificial intelligence, generative ai tools, llmops"
245,251,Digital Marketing,Ample Technologies,Bangalore,"social media marketing, google analytics, search engine marketing (sem)search engine optimization (seo)creative writing, email marketing, english proficiency (spoken)"
246,252,Social Media Marketing,Om Technologies Private Limited,Aurangabad(Hybrid),"digital marketing, facebook marketing, email marketing"
247,253,Video Annotator,Indika AI Private Limited,Work from home,"attention to detail, time management, data analytics, technical analysis, artificial intelligence, machine learning operations (mlops)self-learning"
248,254,Content and Social Media Marketing,Biosolutions Cosmetics,Delhi,"social media marketing, video editing, content marketing, instagram ads"
249,255,Graphic Design,Om Kiran Group,Noida,"adobe photoshop, video editing, adaptability, canva, effective communication, ai video generation, ai image generation"
250,256,Automation And Business Operations,PaySprint Private Limited,Delhi,"java, script, python, docker, effective communication, google sheets"
251,257,Digital Marketing,Wolf Lifts,Delhi,"social media marketing, digital marketing, search engine optimization (seo)creative writing"
252,258,Search Engine Optimization (SEO),Webwingz Software Private Limited,Work from home,english proficiency (written)
253,259,Digital Marketing,Vanel Tech India Private Limited,Work from home,"social media marketing, search engine marketing (sem)digital marketing, data analytics, google ad, words, search engine optimization (seo)content marketing"
254,260,AI Video Editor,NextMind Solutions,Work from home,"video editing, generative ai tools, ai video generation, ai image generation"
255,261,AI Artist,Dashtoon,Bangalore(Hybrid),"artificial intelligence, digital art"
256,262,Data Analytics,GoMechanic,Pune,"python, sqldata analytics, ms-excel, data science, power bitableau"
257,263,Market Research,RRR,Work from home,"ms-word, ms-excel"
258,265,Data Mining - Part Time,Indika AI Private Limited,Work from home,"time management, computer skills, data extraction"
259,266,Search Engine Optimization (SEO),Eximine Private Limited,Delhi,"google analytics, search engine optimization (seo)"
260,267,General Management,GraphixPro Design Academy,Mumbai,"coordination, english proficiency (spoken)english proficiency (written)canva"
261,268,Tech Assistant,Supervaisor.AI,Work from home,"attention to detail, time management, problem solving, english proficiency (spoken)english proficiency (written)adaptability, google workspace"
262,269,Performance/Growth Marketer,Devavi Media,Work from home,"google analytics, google ad, words, ms-excel, facebook ads, google tag manager"
263,270,Data Analyst,APEX ENGINEERING,Work from home,"my, sqlpython, sqldata analytics, ms-excel, statistics, data interpretation"
264,271,Graphic Design,Ekam Ventures,Bangalore,"social media marketing, video editing, visual design, canva, generative ai tools, graphic design"
265,272,Fresher Marketing Analyst(Work From Home),ABUEM WORKIFYING LLP,Work from home,"team management, attention to detail, market analysis, problem solving, data interpretation, market research, effective communication"
266,273,Artificial Intelligence (AI),OmniNeura AI Technologies Pvt Ltd,Work from home,"python, machine learning, natural language processing (nlp)deep learning"
267,274,AI Agent Development,NAVNEET TOPTECH,Mumbai,"java, script, python, apis, lang, chain, prompt engineering, chat, gptllmops"
268,275,Business Analytics,DeepThought CultureTech Ventures Private Limited,Work from home,business analysis
269,276,Founders Office,OZI,Gurgaon,"data analytics, administrative support"
270,277,Artificial Intelligence (AI),DeepThought CultureTech Ventures Private Limited,Work from home,artificial intelligence
271,278,Grafana,Jampot Technologies Private Limited,"Thane, Navi Mumbai, Mumbai","data visualization, performance monitoring"
272,279,Prompt Engineering (Female),Northbridge Consulting,Work from home,english proficiency (spoken)english proficiency (written)
273,280,Data Science,Primetrade.ai,Work from home,"python, time management, statistics, cryptography, stock tradingweb3.js, num, py"
274,281,Vessel Performance,GET Marine Management (India) Pvt Ltd - Geoserve,Mumbai,"ms-excel, effective communication"
275,282,Business Research,Sabato Exports Pvt Ltd,Delhi,"ms-office, ms-word, report writing, english proficiency (spoken)"
276,283,Operations,Next Labs,Mumbai,"ms-office, digital marketing, time management, search engine optimization (seo)multitasking, english proficiency (spoken)english proficiency (written)"
277,284,AI System Development & Automation,Fast Action Claims,Work from home,"java, python, open, ai apigenerative ai tools, chat, gpt"
278,285,Performance Marketing,Break The Code,"Thane, Navi Mumbai, Mumbai, Virar, Vashi, Vasai, Mira Bhayandar, Nala Sopara, Borivali Tarf Rahur, Vasai-Virar, Bandra","google ad, words, facebook marketing, lead generation, english proficiency (spoken)english proficiency (written)facebook ads, instagram ads"
279,286,Performance Marketing (Paid Ads),8Views,"Secunderabad, Hyderabad","google analytics, search engine marketing (sem)google ad, words, digital advertising, facebook ads"
280,287,Machine Learning,NoirCapial,Work from home,"python, data analytics, machine learning, data science, natural language processing (nlp)deep learning, artificial intelligence"
281,288,Artificial Intelligence (AI),NoirCapial,Work from home,"python, data structures, machine learning, data science, neural networks, natural language processing (nlp)deep learning"
282,289,Data Analytics,NoirCapial,Work from home,"python, sqldata analytics, ms-excel, data science, power bitableau"
283,290,System Design,International Institute Of SDGs & Public Policy Research,Work from home,english proficiency (spoken)feature engineering
284,291,Data Analytics,TwiLearn EduTech Private Limited,Work from home,"python, sqldata analytics, ms-excel, data science, power bitableau"
285,292,Product (AI Content & Analytics),OpenPrep Academy,Work from home,"python, postgre, sqlprompt engineering, llm evaluation"
286,293,Founders Office,Hybr1d Technologies Private Limited,Work from home,"social media marketing, data analytics, market analysis, research and analytics, sales, marketing"
287,294,Agentic AI,International Institute Of SDGs & Public Policy Research,Work from home,"statistical modeling, machine learning, neural networks, english proficiency (spoken)predictive analytics, artificial intelligence, python libraries"
288,295,AI/ML AI Agent Development,Tellis Technologies Private Limited,Work from home,"java, script, python, machine learning, data science, react, artificial intelligence, data analysis"
289,296,Business Analytics,Pexaworks Technologies Private Limited,Work from home,"python, sqldata analytics, business analysis, research and analytics"
290,297,Machine Learning,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Bangalore, Kerala, Puduchery (Hybrid)","python, data analytics, r programming, data science, deep learning, artificial intelligence"
291,298,Python Development,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai, Hyderabad, Kerala, Puduchery (Hybrid)","htmlcsspython, django, machine learning"
292,299,Artificial Intelligence (AI),Learnify Technologies Private Limited,Noida,"artificial intelligence, marketing campaigns prompt engineering"
293,300,Artificial Intelligence (AI),Sai Kalyan,Work from home,htmlpython
294,301,Data Science,Business Quant,Work from home,"python, data analytics, data science"
295,302,Social Media Marketing,Hyphiin,Work from home,"social media marketing, digital marketing, facebook marketing, creative writing, english proficiency (written)instagram marketing"
296,303,Email Marketing,Flynaut Infotech Private Limited,Pune,"email marketing, email management"
297,304,Digital Marketing,YuviB Strategic Value Partners,Pune,"social media marketing, digital marketing, creative writing, email marketing, english proficiency (spoken)english proficiency (written)canva"
298,306,Equity Research,Business Quant,Work from home,ms-excel
299,307,Machine Learning Engineer - Forecasting And Buy Algorithms,Mohan Gopalakrishna,Work from home,"python, machine learning, data science"
300,308,Full Stack Development,LiteThink AI,Work from home,"htmljava, script, node.js, react, firebase, google cloud platforms (gcp)open, ai api"
301,309,AI Drone Engineer,Oxygen To Innovation,Noida,"embedded systems, c++ programming, artificial intelligence"
302,310,Video Editing/Making,MostlyKool,Work from home,"adobe photoshop, adobe illustrator, video editing, adobe premiere pro, final cut pro, video making"
303,311,Artificial Intelligence (AI),SystemaOps,Work from home,artificial intelligence
304,312,Intelligent Transportation Systems (ITS) Researcher,The Asian Institute Of Transport Development,Delhi,"python, time management, machine learning, problem solving, literature review, artificial intelligence, effective communication"
305,313,Digital Marketing & Creative Storytelling,Amplyft Training Services Private Limited,Mumbai(Hybrid),"social media marketing, ms-office, content writing, creative writing, canva, generative ai tools"
306,314,Quality And Policy,Unibots,Work from home,quality assurance/quality control (qa/qc)
307,315,Inside Sales,Caresoft Systems Private Limited,Mira Bhayandar,"ms-excel, english proficiency (spoken)english proficiency (written)effective communication"
308,316,Python Development,Everything About AI,Work from home,"csspython, mongo, dbmachine learning, postgre, sqlrest apideep learning"
309,317,Neuro Technology,TSTEPS PRIVATE LIMITED,"Chennai, Madurai, Bangalore, Kerala, Andra, Puduchery(Hybrid)","machine learning, embedded systems, signal processing"
310,318,AI Agent Development,Aditya Jha,Work from home,"java, script, python, node.js, jsonrest apiapis, open, ai api"
311,319,Data Research & Lead Generation,MSA Software,Work from home,"search engine optimization (seo)data entry, marketing strategy, research and analytics, market research"
312,320,AI Product Strategy,Altekchain Software Solutions,Work from home,"python, presentation skills, ms sql server, analytical thinking, product lifecycle management(plm)effective communication, data analysis"
313,321,Information Technology,"Milltex Blanks Inc (New York, United States)",Work from home,"python, apis, replit (gen, ai)"
314,322,Robotics,Gephr Labs,Hyderabad,"python, robotics, c++ programming"
315,323,Inside Sales,ChitraMandir Creations,Work from home,"negotiation, market analysis, cold calling, lead generation"
316,324,AI Video Creator And Prompt Engineer,Village Talkies,Bangalore,"creativity, attention to detail, time management, script writing, video making, animation, storytelling+"
317,325,AI & Automation Expert (Remote- Full-Time),"Pearl Lemon (London, United Kingdom)",Work from home,"problem solving, automation, data entry, data interpretation, effective communication, apis"
318,326,Business/Data Research,KP Hospicare Enterprises,Noida,"attention to detail, analytical thinking, database management system (dbms)interpersonal skills, research and analytics, market research"
319,327,Social Media Marketing,GMs SpeechGears Private Limited,"Delhi, Gurgaon, Meerut, Greater Noida, Noida","social media marketing, digital marketing, search engine optimization (seo)instagram marketing"
320,328,MIS,Delta8 Technologies,Thane,"mathematics, advanced excel, google sheets"
321,329,FPGA Developer,Vicharak Computers LLP,Surat,"vlsiverilog, vhdlfpga synthesis and prototyping, debugging"
322,330,Management Information System,Tapovan Impex Private Limited,Delhi,"sqladvanced excel, power bigoogle sheets"
323,331,AI Agent Development,Zoxima Solutions Private Limited,Work from home,"java, script, python, generative ai tools"
324,332,Social Media Marketing,Exotic Musings,Bangalore(Hybrid),"digital marketing, e-commerce, facebook marketing, instagram marketing"
325,333,Operations,A Pardawala,Mumbai,"ms-office, ms-word, ms-power, point, ms-excel, english proficiency (spoken)english proficiency (written)"
326,334,Data Generation,Skan.ai,Bangalore(Hybrid),python
327,335,Data Analytics,The Affordable Organic Store,Hyderabad,"ms-office, sqldata analytics, ms-excel, data science, power bi"
328,336,SAP BI (Business Intelligence) & Analytics,Entrepreneur Growth Lab (OPC) Private Limited,Noida(Hybrid),"data analytics, ms-excel, business analysis, data visualization, power bitableau, data analysis"
329,337,Machine Learning,Tilak Karveran,Work from home,"python, sqldata analytics, machine learning, no, sqlscikit-learn, seaborn"
330,338,Artificial Intelligence (AI),Nobrokerage.com,Pune,"java, python, data structures, artificial intelligence, julia, open, ai apikeras"
331,339,Google & Meta Ads Manager,Ayatrio,Kolkata,"google analytics, google ad, words, analytical thinking, instagram marketing, you, tube ads, facebook ads, google tag manager"
332,340,Quant Researcher,QuantGlobal,"Delhi, Ghaziabad, Greater Noida, Noida","python, statistical modeling, machine learning, financial modeling, tableau, stock trading, data analysis"
333,341,Quant Developer,QuantGlobal,"Delhi, Noida","python, mongo, dbmachine learning, c++ programming, stock trading, apis, probability"
334,342,Data Analytics,Satyanarayana S,Work from home,"python, sqldata analytics"
335,343,Node.js Generative AI/ML Developer,Arakoo,Work from home,"node.js, express.js, type, script, terraform"
336,344,Quant Developer,AlgoBulls,Work from home,"python, git, git, hub, data science, bash, quantitative research"
337,345,AI Agent Development,EshiaBIM,Ahmedabad,"jsonfrontend development, microsoft azure, rest apiamazon web services (aws)ci/cdfast, api"
338,347,Full Stack Development - AI,Yardstick,Work from home,"htmlcssjava, script, mongo, dbnode.js, react, next.js"
339,348,AI Agent Development,Yardstick,Work from home,"python, machine learning"
340,349,Export Import,Fortuna Enterprise,Vadodara,marketing
341,350,Social Media Marketing,Marketing Matrix,Jaipur,"social media marketing, digital marketing, instagram marketing, facebook ads"
342,351,Digital Marketing,Wow!Zindagi,Ranchi,"social media marketing, search engine marketing (sem)digital marketing, search engine optimization (seo)facebook marketing, creative writing, english proficiency (written)"
343,352,AI Business Development,Redjinni Industries Private Limited,Work from home,"digital advertising, interpersonal skills, effective communication"
344,353,Vibe Coders,Stirring Minds,Work from home,"web development, artificial intelligence, open, ai apiclaude, vibe coding, cursor (gen, ai)lovable (gen, ai)"
345,354,Sales & Marketing (AI Assessment Platform),Ability Audit SML Services,Mumbai,"sales management, business development, sales, marketing"
346,355,DSA (Data Structures And Algorithms) Mentor,Mikado Solutions,Work from home,"java, python, algorithms, data structures"
347,356,Business,FeedbackEd,Work from home,"ms-power, point, creative thinking, strategy, creative writing, process management, canva, marketing"
348,357,AI Video Generation,AskIITians Web Private Limited,Work from home,"adobe premiere pro, canva, capcut"
349,358,Business Analytics,Hamsi Marketing Private Limited,Hyderabad,"python, data analytics, ms-excel, research and analytics"
350,359,Tech & Automation,Soulflower,Mumbai,"automation, technical support, artificial intelligence, test automation"
351,360,Data And AI Architect,Sorvanis,Work from home,"python, data analytics, lang, chain"
352,361,Video Editing/Making,SQB Pictures,Delhi,"adobe photoshop, adobe illustrator, video editing, adobe premiere pro, video making"
353,362,Business Analytics,ValQuant Research Private Limited,Thane,"social media marketing, ms-office, data analytics, business analysis, english proficiency (written)marketing campaigns"
354,363,Project Management,The Concept Company,Mumbai,"project management, ms-excel, client relationship, effective communication"
355,364,AI Agent Development,Awwgment,Work from home,"python, rest apitransformers, fast, apiapis, open, ai apilang, chain"
356,365,Market Research,We3 Tech Works,Mumbai(Hybrid),research and analytics
357,366,Social Media Marketing,Gemlay Jewels,Mohali,"social media marketing, english proficiency (written)instagram marketing"
358,367,Content and Social Media Marketing,Katalyst India,Mumbai(Hybrid),"linked, in marketing, canva, instagram marketing"
359,368,Business Development (Sales),OptivisX,"Delhi, Gurgaon, Noida(Hybrid)","digital marketing, email marketing, english proficiency (spoken)english proficiency (written)"
360,369,Business Development (Sales),Hiringjet,Bangalore,"b2b sales, inside sales"
361,370,LLM,Indika AI Private Limited,Delhi,"my, sqlpython, machine learning"
362,371,Artificial Intelligence (AI),Almost Magic Private Limited,"Chandigarh, Mohali, Panchkula","python, data structures, machine learning, data science, neural networks, natural language processing (nlp)deep learning"
363,372,Artificial Intelligence (AI),Pulse Labs,Work from home,"ms-office, software testing, artificial intelligence"
364,373,Business Development (Sales),Ratoon Professional Services Private Limited,Work from home,"ms-excel, sales management, sales"
365,374,Digital Growth & Performance Marketing,Mayuresh Darne,"Navi Mumbai, Belapur, Vashi Navi Mumbai(Hybrid)","social media marketing, marketing strategy, content marketing, digital advertising, graphic design"
366,375,Operations Assistant,Himanshi Sharma,Work from home,"problem solving, english proficiency (written)canva, chat, gpt"
367,376,Digital Marketing,Navicater Solutions India Private Limited,Kochi,"social media marketing, adobe illustrator, search engine marketing (sem)digital marketing, search engine optimization (seo)facebook marketing, creative writing"
368,377,Social Media Marketing,Glowil Kart By PSS Tradelink,Pune(Hybrid),"social media marketing, digital marketing, search engine optimization (seo)facebook marketing, instagram marketing"
369,378,Inbound/Digital Marketing,Cardtree,Work from home,"social media marketing, word, press, video editing, search engine optimization (seo)email marketing, video making, web development"
370,379,Social Media Marketing,Dr Karanjeet Singh,Delhi,"social media marketing, search engine marketing (sem)digital marketing, search engine optimization (seo)facebook marketing, english proficiency (spoken)english proficiency (written)"
371,380,Content & Research Associate,Ampliverse,Work from home,"ms-office, digital marketing, search engine optimization (seo)analytical thinking, english proficiency (written)research and analytics, google suite (g suite)"
372,381,Excel Expert and Communication Expert,JP IT STAFFING LLC,Work from home,"misdata analysis, collections, report generation"
373,382,Regulatory Data Research & Automation (Finance & Compliance),Neurasix AI Private Limited,Work from home,data extraction
374,383,Data Labelling,Radic Advertising Private Limited,Hyderabad(Hybrid),"python, ms-excel, json"
375,384,Business Analytics,Stayfindz,Pune,"python, data analytics, ms-excel"
376,385,Artificial Intelligence (AI),URE Legal Advocates,Noida,"python, machine learning, natural language processing (nlp)deep learning"
377,386,Market Research,Techsurge Learning Private Limited,Jaipur,"ms-office, ms-excel, english proficiency (written)research and analytics, internet"
378,388,AI Specialist,QuantGlobal,Noida,"python, artificial intelligence, apis, generative ai development, artificial intelligence markup language (aiml)lang, chain, llmops"
379,389,EXPORT MIS ANALYST,JP IT STAFFING LLC,Work from home,"misdata analysis, collections, report generation"
380,390,Sales and Marketing,Amol Technologies,Nashik,"marketing, effective communication, sales strategy"
381,391,Marketing,MoneySquad,Delhi,"social media marketing, digital marketing, email marketing, ms-excel, inside sales"
382,392,Full Stack AI Engineer,DigiPlus IT,"Mumbai, Maharashtra","mongo, dbnode.js, ui & ux design, docker, git, hub, type, script, dev, ops"
383,393,Arabic Language Specialist,NoBroker,Bangalore,english proficiency (spoken)arabic proficiency (spoken)arabic proficiency (written)
384,394,Artificial Intelligence (AI),Evolvra,Work from home,"python, machine learning, data science, neural networks, natural language processing (nlp)deep learning, artificial intelligence"
385,395,Software Engineer,Giddly.com,Work from home,"python, machine learning, react native, golang, type, script, artificial intelligence"
386,396,MIS Executive,SciAstra Education Private Limited,Noida,"data analytics, advanced excel, english proficiency (spoken)power bivlookup"
387,397,Artificial Intelligence (AI),Kazunov 1AI,Work from home,"python, tensor, flow, py, torch"
388,398,Machine Learning,EvoNexis,Work from home,"python, data analytics, machine learning, data science, natural language processing (nlp)deep learning, artificial intelligence"
389,399,Data Analytics,EvoNexis,Work from home,"python, sqldata analytics, ms-excel, data science, power bitableau"
390,400,Business Development (Sales),BR SoftSol,Work from home,"social media marketing, digital marketing, email marketing, ms-excel, lead generation, english proficiency (spoken)english proficiency (written)"
391,401,Digital Marketing,SRS Media,Coimbatore,digital marketing
392,402,Social Media Analysis,DeepThought CultureTech Ventures Private Limited,Work from home,"business analysis, psychology"
393,403,Data Science AI&ML Python Research,Megaminds IT Services,Work from home,"java, python, django, machine learning, computer vision, flask, deep learning"
394,404,Machine Learning,Pexaworks Technologies Private Limited,Work from home,"python, machine learning, tensor, flow, py, torch"
395,405,Technical Writer,DTALES Tech,Bangalore(Hybrid),"content writing, search engine optimization (seo)technical writing, content marketing, content editing"
396,406,Data Analytics,Glorious Insight Private Limited,Mumbai,sqlpower bi
397,407,Artificial Intelligence (AI),Hubnine India Private Limited,Work from home,"csscontent writing, python, data structures, machine learning, data science, react"
398,408,Ticket Inventory Management,Eva Live,Mumbai,"ms-excel, interpersonal skills, effective communication, google sheets"
399,409,AI-Powered Video Editor,Gautam  Kumawat,Jaipur,"video editing, adobe premiere pro, adobe audition, adobe after effects, color grading, capcut, visual storytelling"
400,410,Market Research,KnowledgeChakra,Work from home,effective communication
401,411,Digital Marketing,HFS Hearing Clinics Private Limited,Lucknow,search engine marketing (sem)digital marketing
402,412,Social Media Marketing,House Of Qalakari,Bangalore(Hybrid),"social media marketing, adobe photoshop, image editing, english proficiency (spoken)graphic design"
403,413,Market Research Specialist,The Coding Wale,Bangalore(Hybrid),"ms-power, point, ms-excel, canva"
404,414,Business Development (Sales),Finding Futures HR,Mumbai,"social media marketing, digital marketing, english proficiency (spoken)"
405,415,Artificial Intelligence (AI),Kunal Kapur,"Delhi, Gurgaon",python
406,416,Data Analytics- Internship,Brooke Hospital For Animals (India),Noida(Hybrid),"advanced excel, power bi"
407,417,Social Media Manager & Content Strategist,Duostones LLC,Work from home,"social media marketing, content management"
408,418,Marketing Tech,Imtrained,Work from home,"data analytics, analytical thinking, computer skills, client relationship management (crm)marketing strategies marketing automation"
409,419,Biomedical,Value Kare Healthtech LLP,"Pune, Hyderabad, Jaipur, Bangalore","ms-power, point, automation, advanced excel, power bicanva, data analysis"
410,420,Creative Design,VijanX,Jaipur,"ui & ux design, design thinking, english proficiency (written)canva, adobe xdfigma"
411,421,Pre- Sales,Lingual Consultancy Services,Gurgaon,"ms-office, research and analytics"
412,422,Founder Office,Daalchini Technologies,Noida,"java, my, sqlpython, sqlms-excel, automation, data analysis"
413,423,Field Survey Executive,Pooja Consulation Company,Manesar,"field work, effective communication"
414,424,Digital Marketing,SM Services,Pune,"social media marketing, search engine marketing (sem)digital marketing, search engine optimization (seo)facebook marketing, email marketing, instagram marketing"
415,425,Inside Sales,CloudBC Labs Private Limited,Bangalore(Hybrid),"cold calling, computer skills, lead generation, business development"
416,426,Marketing,RotoAI Private Limited,Delhi,"social media marketing, ms-office, blogging, ms-power, point, presentation skills, digital marketing, email marketing"
417,427,AI Agent Development,Stareout Games,Work from home,artificial intelligence
418,429,Generative AI Machine Learning,Arakoo,"Delhi, Noida",python
419,430,Sales and Marketing,The Growth Hive,Hyderabad(Hybrid),lead generation
420,431,AI Agent Development (Only Night Shift),Big Internet E-commerce Private Limited,Work from home,"java, script, amazon web services (aws)apis, lang, chain, nest, jsllmops"
421,432,Data Analytics,Symonis,Work from home,"python, sqldata analytics, ms-excel, data science, power bitableau"
422,433,Digital Marketing & Content Creation Intern,Job Vault,Work from home,"digital marketing, email marketing, content management, linked, in marketing, canva, instagram marketing, instagram ads"
423,434,Mobile App Development,VigiSafeMed,Work from home,"python, machine learning, node.js, flutter, react nativei, osandroid"
424,435,Data Analytics,Ergode IT Services Private Limited,Mumbai,"ms-power, point, data analytics, ms-excel, power bicanva, effective communication, data cleaning"
425,436,MIS Executive,Sky Creation Interior Designers,Navi Mumbai,"data visualization, advanced excel, misgoogle cloud platforms (gcp)report generation, google sheets"
426,437,Digital Marketing,DJRS Hospitality,Mumbai,"social media marketing, digital marketing, facebook marketing, creative writing, email marketing, english proficiency (spoken)english proficiency (written)"
427,438,Social Media Marketing,ADG Online Solutions Private Limited,Delhi,"social media marketing, search engine marketing (sem)digital marketing, search engine optimization (seo)facebook marketing, email marketing, instagram marketing"
428,439,AI Agent Development,WhizJuniors,Mumbai(Hybrid),"python, problem solving, database testing, firebase, apis, chat, gptgemini"
429,440,Virtual AI Internship Opportunity: Safer Cities Challenge,Multiverz,Work from home,"critical thinking, problem solving, artificial intelligence, generative ai tools"
430,441,Content and Social Media Marketing,UpliftU,"Thane, Mumbai","social media marketing, videography, facebook marketing, photography, content management, instagram marketing"
431,442,AI/ML Dev,Trinity Packaging Co. Pvt. Ltd.,Mumbai(Hybrid),"python, docker, artificial intelligence, apis, llmops"
432,443,Data Science,Accredian,Work from home,"python, video editing, sqlmachine learning, video making, r programming, deep learning"
433,444,FinTech & Data Analytics,Nebulytix Technologies,"Chennai, Delhi, Hyderabad, Mumbai, Bangalore, Andhra Pradesh","java, python.netweb development, digital advertising, artificial intelligence"
434,445,Social Media & Content,Eveens Infominds Private Limited,Delhi,"social media marketing, content writing, ms-excel, canva, interpersonal skills, effective communication, capcut"
435,446,Marketing,Prodigy Infratech LLP,Noida(Hybrid),social media marketing
436,447,Business Development (Sales),The Startup Folks,Work from home,"ms-excel, english proficiency (spoken)english proficiency (written)"
437,448,MIS,Zippee,"Mumbai, Bangalore","operations, ms-excel, effective communication, data analysis, data cleaning, collaboration"
438,449,Social Media Marketing,Mify Solutions Private Limited,Ghaziabad,"social media marketing, adobe photoshop, canva, capcut"
439,450,Data Analytics,"Adore Beauty (Melbourne, Australia)",Work from home,"python, sqldata analytics, ms-excel, data entry, data science, power bi"
440,451,Content and Social Media Marketing,RaviShikha Investments,Panipat,"social media marketing, email marketing, canva, filmora"
441,452,Data Analytics Mentor,Mikado Solutions,Work from home,"python, data analytics, r programming, data visualization, power bitableau, data analysis"
442,453,AI and ML Mentor,Mikado Solutions,Work from home,"machine learning, computer vision, neural networks, natural language processing (nlp)artificial intelligence, generative ai development, llmops"
443,454,Video Editing & AI Content Generation,KalaGato,Work from home,video editing
444,455,Sales and Marketing,Sahas Global Safety,Ghaziabad,"problem solving, computer skills, lead generation, teamwork, adaptability, sales, marketing"
445,456,Tech,STARTUP SQUAD PRIVATE LIMITED,Gurgaon,"java, script, python"
446,457,Research & Insights,Caarya,"Chennai, Delhi, Kolkata, Hyderabad, Mumbai, Bangalore, Vishakhapatnam(Hybrid)","attention to detail, ms-excel, lead generation, research and analytics, email management, google sheets, sales strategy"
447,458,Digital Marketing,Break Protection,Bangalore,"social media marketing, creative writing, instagram marketing"
448,459,Android App Development,Practice Buzz,Chandigarh,"python, git, machine learning, jsongit, hub, computer vision, rest api"
449,460,Junior Mobile App Developer (React Native),SeleqtAI Solutions Private Limited,Work from home,"mobile application development, react nativei, osandroid"
450,461,Mobile App Testing,Corefinexperts Global Technologies Private Limited,Work from home,"java, python, sqlnetworking, data analytics, user interface (ui) development, mobile application development+"
451,462,Mobile App Development,Pexaworks Technologies Private Limited,Work from home,"java, java, script, node.js, ui & ux design, express.js, react, react native"
452,463,Android App Development,Sameer Khatri,Bangalore(Hybrid),"html 5css3git, mobile application development, git, hub, web development, frontend development"
453,464,Android App Development,DharmaIQ,Bangalore,"android, kotlin, jetpack compose"
454,465,Flutter Development,Nexotech Solutions,"Kollam, Kottayam, Kozhikode, Pathanamthitta, Thiruvananthapuram, Thrissur, Malappuram, Alappuzha, Wayanad, Idukki, Kochi, Ernakulam, Palakkad, Kannur, Kasaragod(Hybrid)","flutter, rest apidart, graph, qlweb, sockets"
455,466,Android App Development,7System Technology Private Limited,Delhi,"java, xmlrest apiandroid, firebase, apis"
456,467,Software Development,TringBox,Work from home,"java, cssjava, script, python.netnode.js, ui & ux design"
457,468,Mobile App Development,Ghackk Technologies,Gurgaon,"my, sqlhtmlcssjava, script, python, mongo, dbangular, js+"
459,470,React Native Development,Gharpayy,Bangalore(Hybrid),"java, react, react native"
460,471,iOS Testing,Across The Globe (ATG),Work from home,"python, selenium, manual testing, test automation, usability testing"
461,472,Mobile App Development,Simplify Tech,Mumbai(Hybrid),"node.js, react, flutter, rest apii, os"
462,473,Mobile App Development,AiVibes Pvt. Ltd.,Work from home,"mongo, dbrest apireact native, golang, amazon web services (aws)android"
463,474,Android App Development,Hunt Digital Media,Work from home,"java, android, kotlin"
464,475,Mobile App Developer (oct),Kaushal Ranjeet Private Limited,Work from home,"objective cnode.js, react native, kotlin, firebase"
465,476,Mobile App Development,Sanora India Private Limited,Delhi,"java, python, software testing, node.js, ui & ux design, react, flutter"
466,477,JavaScript Development,Smaclify Technologies,Pune,"java, script, node.js, react native, angular"
467,478,Android App Development,Aadi Foundation,Work from home,"java, xmlrest apiandroid, kotlin, firebase"
468,479,Android App Development,Vijayi WFH Technologies Private Limited,Gurgaon,"java, xmlgit, hub, rest apiandroid, kotlin, firebase"
469,480,Android App Development,DRP Infotech,Bhubaneswar,"java, xmlrest apiandroid"
470,481,Android App Development,Audify Tech Private Limited,Work from home,"java, xmlrest apiandroid, kotlin, firebase"
471,482,Android App Development,Traincape Technology,Delhi,"python, mongo, dbnode.js, express.js, react native, tailwind css"
472,483,Mobile App Development,Comcare Enterprises,Work from home,"mobile application development, react, rest apireact nativei, osandroid, firebase"
473,484,Flutter Development,Tale Of Tails,Mumbai,"flutter, rest apidarti, osandroid, firebase"
474,485,Mobile App Development,"KidZoo (Jersey City, United States)",Work from home,"flutter, firebase, cloud firestore"
475,486,Mobile App Development,Whatbytes,Work from home,"flutter, dart, android"
